Wall time,Step,Value
1669298777.9574735,247,0.3883278965950012
1669298925.056204,495,0.26582884788513184
1669299074.146993,743,0.21217529475688934
1669299216.3448346,991,0.17181439697742462
1669299356.3806472,1239,0.13676953315734863
1669299496.1102653,1487,0.11097895354032516
