Wall time,Step,Value
1669298777.9576862,247,0.8332071900367737
1669298925.0563402,495,0.89629065990448
1669299074.147205,743,0.9193792343139648
1669299216.3449805,991,0.9341408014297485
1669299356.380752,1239,0.949280858039856
1669299496.110378,1487,0.9559677243232727
